"대지위치","시군구코드명","법정동코드명","대지구분코드명","주지번","부지번","특수지명","블록번호","로트번호","새주소도로코드명","새주소법정동코드명","새주소지상지하구분코드명","새주소주지번","새주소부지번","건축물대장일련번호","대장구분코드명","대장종류코드명","대지면적","건축면적","건폐율","연면적","용적률산정연면적","용적률","주용도코드","주용도코드명","기타용도내용","세대수","가구수","호수","승용승강기수","비상용승강기수","주건축물수","부속건축물수","부속건축물면적","총주차수","옥내기계식대수","옥내기계식면적","옥외기계식대수","옥외기계식면적","옥내자주식대수","옥내자주식면적","옥외자주식대수","옥외자주식면적","허가일자","착공일자","사용승인일자","에너지효율등급값","에너지절감률","EPI점수","친환경건축물등급값","친환경건축물인증점수","지능형건축물등급값","지능형건축물인증점수"
"서울특별시 중구 인현동1가 131","서울특별시 중구","인현동1가","대지","0131","0000","","","","","","지상","","","10031190","일반","총괄표제부","","","","324.03","","","01000","단독주택","단독주택","0","3","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 무학동 35","서울특별시 중구","무학동","대지","0035","0000","","","","","","지상","","","10031191","일반","총괄표제부","","","","1176027","","","03000","제1종근린생활시설","근린생활시설","0","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 황학동 577","서울특별시 중구","황학동","대지","0577","0000","","","","퇴계로87길","황학동","지상","35","14","10031193","일반","총괄표제부","","","","64.66","","","01000","단독주택","단독주택","0","2","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 의주로1가 25-2","서울특별시 중구","의주로1가","대지","0025","0002","","","","","","지상","","","10031195","일반","총괄표제부","","","","765.52","","","17000","공장","공장","0","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 만리동1가 62","서울특별시 중구","만리동1가","대지","0062","0000","","","","","","지상","","","10031197","일반","총괄표제부","","","","489.46","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 만리동1가 62-2","서울특별시 중구","만리동1가","대지","0062","0002","","","","","","지상","","","10031198","일반","총괄표제부","","","","147.89","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 만리동1가 62-31","서울특별시 중구","만리동1가","대지","0062","0031","","","","만리재로","만리동1가","지상","207","9","10031200","일반","총괄표제부","","","","353.79","","","03000","제1종근린생활시설","","","1","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 만리동2가 6-1","서울특별시 중구","만리동2가","대지","0006","0001","","","","손기정로","만리동2가","지상","101","","10031203","일반","총괄표제부","","","","18232.1","","","Z3000","근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 만리동2가 176","서울특별시 중구","만리동2가","대지","0176","0000","","","","","","지상","","","10031205","일반","총괄표제부","","","","46.28","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 만리동2가 199","서울특별시 중구","만리동2가","대지","0199","0000","","","","","","지상","","","10031208","일반","총괄표제부","","","","195.04","","","01000","단독주택","주택","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 만리동2가 226","서울특별시 중구","만리동2가","대지","0226","0000","","","","","","지상","","","10031211","일반","총괄표제부","","","","1347.22","","","02000","공동주택","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 신당동 224-2","서울특별시 중구","신당동","대지","0224","0002","","","","","","지상","","","10031213","일반","총괄표제부","14609.3","4558.94","31.21","20996.31","20530.17","140.53","10000","교육연구시설","교육연구 및 복지시설","","","","","","5","4","428.86","43","","","","","","","","","","","","","","","","","",""
"서울특별시 구로구 개봉동 480","서울특별시 구로구","개봉동","대지","0480","0000","","","","개봉로20길","개봉동","지상","158","0","101811022","집합","총괄표제부","27858.3","5891.29","21.15","105928.98","101335.51","363.75","02000","공동주택","공동주택(아파트), 제1종근린생활시설, 제2종근린생활시설, 집회및문화시설, 판매시설","965","0","","","","12","11","26727.41","1052","0","0","0","0","846","25912.01","206","0","","","","","","","","","",""
"서울특별시 중구 충무로4가 104-1","서울특별시 중구","충무로4가","대지","0104","0001","","","","퇴계로","충무로4가","지상","225","","10031219","일반","총괄표제부","185.3","74.24","40.06","104.4","104.4","56.34","03000","제1종근린생활시설","제1종근린생활시설,소매점","","0","","","","1","","","0","","","","","","","","","2002-11-11","2002-11-19","2003-01-29","","","","","","",""
"서울특별시 강동구 암사동 472-11","서울특별시 강동구","암사동","대지","0472","0011","","","","암사길","암사동","지상","31","0","10261703","일반","총괄표제부","249.7","150.63","60.32","509.22","385.91","154.55","03000","제1종근린생활시설","근린생활시설, 단독주택","0","1","","","","2","","","2","0","0","0","0","0","0","2","23","","","","","","","","","",""
"서울특별시 강동구 암사동 475-6","서울특별시 강동구","암사동","대지","0475","0006","","","","암사18길","암사동","지상","54","0","10261704","일반","총괄표제부","149.5","78.02","52.19","176.02","127.25","85.12","01000","단독주택","다가구주택, 점포","0","5","","","","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 암사동 483-38","서울특별시 강동구","암사동","대지","0483","0038","","","","","","지상","","","10261706","일반","총괄표제부","0","118.52","0","269.49","236.96","0","01000","단독주택","주택","0","2","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 송파구 거여동 44","서울특별시 송파구","거여동","대지","0044","0000","","","","오금로61길","거여동","지상","20","","10251641","집합","총괄표제부","","","","3923.24","","","02000","공동주택","","280","0","","","","4","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 충정로1가 75-1","서울특별시 중구","충정로1가","대지","0075","0001","","","","새문안로","충정로1가","지상","16","","10031196","일반","총괄표제부","12668.64","6200.65","48.94","55721.44","30845.4","243.48","14000","업무시설","업무시설","","","","","","2","","","238","","","","","238","9367.32","","","","","","","","","","","",""
"서울특별시 중구 만리동2가 2","서울특별시 중구","만리동2가","대지","0002","0000","","","","손기정로","만리동2가","지상","73","","10031202","일반","총괄표제부","17751.5","3072.41","17.31","9457.34","7426.52","41.84","10000","교육연구시설","교육연구및복지시설(초등학교)","0","0","","","","3","","","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 암사동 491-26","서울특별시 강동구","암사동","대지","0491","0026","","","","상암로","암사동","지상","71","30","10261712","일반","총괄표제부","0","140.38","0","296.76","208.13","0","01000","단독주택","주택","0","6","","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 강동구 암사동 499-1","서울특별시 강동구","암사동","대지","0499","0001","","","","고덕로10길","암사동","지상","67","","10261714","일반","총괄표제부","0","333.06","0","741.79","644.27","0","03000","제1종근린생활시설","근린생활시설 및 주택","0","2","1","","","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"서울특별시 중구 신당동 399-8","서울특별시 중구","신당동","대지","0399","0008","","","","동호로20길","신당동","지상","67","","10031220","집합","총괄표제부","580","321.64","55.46","1222.85","1105.11","190.54","02000","공동주택","공동주택","16","0","","","","2","","","12","","","","","11","164.34","1","16.5","2002-10-14","2002-12-06","2003-05-06","","","","","","",""
"서울특별시 중구 회현동1가 141","서울특별시 중구","회현동1가","대지","0141","0000","","","","소공로3길","회현동1가","지상","39","0","10031221","일반","총괄표제부","387.8","226.04","58.29","945.74","815.72","210.35","01000","단독주택","사무실,점포,다가구주택,제2종근린생활시설","","12","","","","2","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 정동 1-76","서울특별시 중구","정동","대지","0001","0076","","","","덕수궁길","정동","지상","140","0","10031222","일반","총괄표제부","5781.4","2523.5","43.64","8259.83","7537.88","130.38","10000","교육연구시설","교육연구및복지시설","","","","","","4","","0","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 저동1가 39-4","서울특별시 중구","저동1가","대지","0039","0004","","","","명동길","저동1가","지상","80","0","10031225","일반","총괄표제부","","","","396.7","","","01000","단독주택","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"서울특별시 중구 저동1가 43-5","서울특별시 중구","저동1가","대지","0043","0005","","","","삼일대로","저동1가","지상","339","","10031226","일반","총괄표제부","","","","203.62","","","04000","제2종근린생활시설","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
